pt_name,pt_code,soc_name,soc_code
borderline ovarian tumour,10006032.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
boredom,10048909.0,Psychiatric disorders,10037175.0
bowel movement irregularity,10063541.0,Gastrointestinal disorders,10017947.0
brachial plexus injury,10006074.0,"Injury, poisoning and procedural complications",10022117.0
bradyarrhythmia,10049765.0,Cardiac disorders,10007541.0
bradycardia,10006093.0,Cardiac disorders,10007541.0
bradykinesia,10006100.0,Nervous system disorders,10029205.0
bradyphrenia,10050012.0,Psychiatric disorders,10037175.0
brain compression,10006112.0,Nervous system disorders,10029205.0
,,,
brain herniation,10006126.0,"Injury, poisoning and procedural complications",10022117.0
brain injury,10067967.0,Nervous system disorders,10029205.0
brain natriuretic peptide increased,10053405.0,Investigations,10022891.0
brain neoplasm,10061019.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
brain neoplasm malignant,10006131.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
brain oedema,10048962.0,Nervous system disorders,10029205.0
brain stem glioma,10006143.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
brain stem haemorrhage,10006145.0,Nervous system disorders,10029205.0
brain stem syndrome,10063292.0,Nervous system disorders,10029205.0
brca1 gene mutation,10071980.0,"Congenital, familial and genetic disorders",10010331.0
brca2 gene mutation,10071981.0,"Congenital, familial and genetic disorders",10010331.0
breast abscess,10006171.0,Infections and infestations,10021881.0
breast atrophy,10006179.0,Reproductive system and breast disorders,10038604.0
breast calcifications,10048782.0,Reproductive system and breast disorders,10038604.0
breast cancer,10006187.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
breast cancer female,10057654.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
breast cancer male,10061020.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
breast cancer metastatic,10055113.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
breast cancer recurrent,10006198.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
breast cancer stage i,10006199.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
breast cancer stage iii,10006201.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
breast cancer stage iv,10006202.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
breast cellulitis,10006217.0,Infections and infestations,10021881.0
breast cyst,10006220.0,Reproductive system and breast disorders,10038604.0
breast cyst rupture,10072812.0,Reproductive system and breast disorders,10038604.0
breast discharge,10006223.0,Reproductive system and breast disorders,10038604.0
breast discolouration,10006228.0,Reproductive system and breast disorders,10038604.0
breast discomfort,10049872.0,Reproductive system and breast disorders,10038604.0
breast disorder,10061021.0,Reproductive system and breast disorders,10038604.0
breast enlargement,10006242.0,Reproductive system and breast disorders,10038604.0
breast fibrosis,10006253.0,Reproductive system and breast disorders,10038604.0
breast haemorrhage,10006254.0,Reproductive system and breast disorders,10038604.0
breast hyperplasia,10006256.0,Reproductive system and breast disorders,10038604.0
breast induration,10006258.0,Reproductive system and breast disorders,10038604.0
breast inflammation,10006262.0,Reproductive system and breast disorders,10038604.0
breast injury,10059391.0,"Injury, poisoning and procedural complications",10022117.0
breast mass,10006272.0,Reproductive system and breast disorders,10038604.0
breast neoplasm,10006279.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
breast oedema,10006294.0,Reproductive system and breast disorders,10038604.0
breast pain,10006298.0,Reproductive system and breast disorders,10038604.0
breast swelling,10006312.0,Reproductive system and breast disorders,10038604.0
breast tenderness,10006313.0,Reproductive system and breast disorders,10038604.0
breast ulceration,10073419.0,Reproductive system and breast disorders,10038604.0
breath odour,10006326.0,Gastrointestinal disorders,10017947.0
breath sounds abnormal,10064780.0,Investigations,10022891.0
bronchial disorder,10064913.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
bronchial wall thickening,10067182.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
bronchiectasis,10006445.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
bronchiolitis,10006448.0,Infections and infestations,10021881.0
bronchiolitis obliterans syndrome,10083303.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
bronchitis,10006451.0,Infections and infestations,10021881.0
bronchitis chronic,10006458.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
bronchospasm,10006482.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
bronchostenosis,10006487.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
brugada syndrome,10059027.0,Cardiac disorders,10007541.0
bruxism,10006514.0,Psychiatric disorders,10037175.0
bundle branch block left,10006580.0,Cardiac disorders,10007541.0
bundle branch block right,10006582.0,Cardiac disorders,10007541.0
burn oesophageal,10006707.0,"Injury, poisoning and procedural complications",10022117.0
burn of internal organs,10006712.0,"Injury, poisoning and procedural complications",10022117.0
burn oral cavity,10075532.0,"Injury, poisoning and procedural complications",10022117.0
burning sensation,10006784.0,Nervous system disorders,10029205.0
burns second degree,10006802.0,"Injury, poisoning and procedural complications",10022117.0
burns third degree,10006803.0,"Injury, poisoning and procedural complications",10022117.0
bursitis,10006811.0,Musculoskeletal and connective tissue disorders,10028395.0
,,,
buttock injury,10078480.0,"Injury, poisoning and procedural complications",10022117.0
c-reactive protein abnormal,10068559.0,Investigations,10022891.0
c-reactive protein decreased,10049220.0,Investigations,10022891.0
c-reactive protein increased,10006825.0,Investigations,10022891.0
cachexia,10006895.0,Metabolism and nutrition disorders,10027433.0
calcification metastatic,10006936.0,Metabolism and nutrition disorders,10027433.0
calcinosis,10006938.0,General disorders and administration site conditions,10018065.0
calciphylaxis,10051714.0,Metabolism and nutrition disorders,10027433.0
calcium deficiency,10006956.0,Metabolism and nutrition disorders,10027433.0
calcium ionised increased,10060899.0,Investigations,10022891.0
cancer fatigue,10082239.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
cancer in remission,10065305.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
cancer pain,10058019.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
cancer with a high tumour mutational burden,10085091.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
candida infection,10074170.0,Infections and infestations,10021881.0
capillary disorder,10007189.0,Vascular disorders,10047065.0
capillary fragility,10007191.0,Vascular disorders,10047065.0
capsular contracture associated with implant,10080895.0,General disorders and administration site conditions,10018065.0
carbohydrate antigen 125 increased,10051414.0,Investigations,10022891.0
carbohydrate antigen 15-3,10049249.0,Investigations,10022891.0
carbohydrate antigen 15-3 increased,10051415.0,Investigations,10022891.0
carbohydrate antigen 27.29,10049250.0,Investigations,10022891.0
carbohydrate antigen 27.29 increased,10051419.0,Investigations,10022891.0
carcinoembryonic antigen,10007262.0,Investigations,10022891.0
carcinoembryonic antigen increased,10007266.0,Investigations,10022891.0
carcinoid tumour,10007275.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
carcinoma in situ,10061450.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
carcinoma in situ of trachea,10007401.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
cardiac arrest,10007515.0,Cardiac disorders,10007541.0
cardiac asthma,10007522.0,Cardiac disorders,10007541.0
cardiac discomfort,10054211.0,Cardiac disorders,10007541.0
cardiac disorder,10061024.0,Cardiac disorders,10007541.0
cardiac dysfunction,10079751.0,Cardiac disorders,10007541.0
cardiac failure,10007554.0,Cardiac disorders,10007541.0
cardiac failure acute,10007556.0,Cardiac disorders,10007541.0
cardiac failure chronic,10007558.0,Cardiac disorders,10007541.0
cardiac failure congestive,10007559.0,Cardiac disorders,10007541.0
cardiac fibrillation,10061592.0,Cardiac disorders,10007541.0
cardiac flutter,10052840.0,Cardiac disorders,10007541.0
cardiac hypertrophy,10007572.0,Cardiac disorders,10007541.0
cardiac infection,10054212.0,Infections and infestations,10021881.0
cardiac murmur,10007586.0,Investigations,10022891.0
cardiac tamponade,10007610.0,Cardiac disorders,10007541.0
cardiac valve disease,10061406.0,Cardiac disorders,10007541.0
cardiac valve sclerosis,10061082.0,Cardiac disorders,10007541.0
cardiac ventricular disorder,10057455.0,Cardiac disorders,10007541.0
cardio-respiratory arrest,10007617.0,Cardiac disorders,10007541.0
cardiogenic shock,10007625.0,Cardiac disorders,10007541.0
cardiomegaly,10007632.0,Cardiac disorders,10007541.0
cardiomyopathy,10007636.0,Cardiac disorders,10007541.0
cardiopulmonary failure,10051093.0,Cardiac disorders,10007541.0
cardiotoxicity,10048610.0,Cardiac disorders,10007541.0
cardiovascular disorder,10007649.0,Cardiac disorders,10007541.0
cardiovascular examination abnormal,10076497.0,Investigations,10022891.0
cardiovascular insufficiency,10065929.0,Cardiac disorders,10007541.0
carotid arteriosclerosis,10067116.0,Nervous system disorders,10029205.0
carotid artery thrombosis,10007688.0,Nervous system disorders,10029205.0
carpal tunnel syndrome,10007697.0,Nervous system disorders,10029205.0
cartilage injury,10007710.0,"Injury, poisoning and procedural complications",10022117.0
cartilage neoplasm,10061746.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
cataract,10007739.0,Eye disorders,10015919.0
cataract diabetic,10007749.0,Eye disorders,10015919.0
cataract traumatic,10007766.0,"Injury, poisoning and procedural complications",10022117.0
catarrh,10007774.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
catheter site bruise,10063587.0,General disorders and administration site conditions,10018065.0
catheter site infection,10056520.0,Infections and infestations,10021881.0
catheter site mass,10074004.0,General disorders and administration site conditions,10018065.0
catheter site pain,10052268.0,General disorders and administration site conditions,10018065.0
cd4 lymphocytes decreased,10007839.0,Investigations,10022891.0
cd4/cd8 ratio increased,10051121.0,Investigations,10022891.0
cell death,10057248.0,Metabolism and nutrition disorders,10027433.0
cell marker decreased,10072412.0,Investigations,10022891.0
cell marker increased,10064095.0,Investigations,10022891.0
cellulitis,10007882.0,Infections and infestations,10021881.0
central nervous system infection,10061036.0,Infections and infestations,10021881.0
central nervous system lesion,10051290.0,Nervous system disorders,10029205.0
central nervous system necrosis,10065784.0,Nervous system disorders,10029205.0
cerebellar stroke,10079062.0,Nervous system disorders,10029205.0
cerebellar syndrome,10008072.0,Nervous system disorders,10029205.0
cerebellar tumour,10061750.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
cerebral artery embolism,10008088.0,Nervous system disorders,10029205.0
cerebral atrophy,10008096.0,Nervous system disorders,10029205.0
cerebral calcification,10066296.0,Nervous system disorders,10029205.0
cerebral congestion,10076929.0,Nervous system disorders,10029205.0
cerebral cyst haemorrhage,10082099.0,Nervous system disorders,10029205.0
cerebral disorder,10054938.0,Nervous system disorders,10029205.0
cerebral haematoma,10053942.0,Nervous system disorders,10029205.0
cerebral haemorrhage,10008111.0,Nervous system disorders,10029205.0
cerebral infarction,10008118.0,Nervous system disorders,10029205.0
cerebral ischaemia,10008120.0,Nervous system disorders,10029205.0
cerebral microangiopathy,10067466.0,Nervous system disorders,10029205.0
cerebral small vessel ischaemic disease,10070878.0,Nervous system disorders,10029205.0
cerebral thrombosis,10008132.0,Nervous system disorders,10029205.0
cerebral vascular occlusion,10076895.0,Nervous system disorders,10029205.0
cerebrovascular accident,10008190.0,Nervous system disorders,10029205.0
cervical cyst,10008254.0,Reproductive system and breast disorders,10038604.0
cervix cancer metastatic,10055094.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
